SERIALNO,hhnum,PUMA,REGION,NP,NW,HHINCADJ,WGTP,HTYPE
2014001176833,28156,01317,1,2,1,68251.2335,15,MF
2014001176886,28157,00703,1,3,2,5644.053,24,SF
2014001176985,28158,01314,1,2,0,102533.6295,21,MF
2014001177099,28159,01200,1,2,1,80375.4955,21,SF
2014001177323,28160,01200,1,5,3,128245.4265,17,SF
2014001177710,28161,01324,1,4,2,172457.175,14,SF
2014001177727,28162,01301,1,1,0,0,14,MF
2014001177759,28163,01302,1,1,0,34491.435,11,MF
2014001177804,28164,00500,1,1,0,10242.911,3,SF
2014001177985,28165,00704,1,2,0,214264.975,11,SF
2014001178027,28166,01316,1,4,2,73163.65,64,SF
2014001178191,28167,00300,1,2,2,43689.151,12,MH
2014001178233,28168,01320,1,4,2,354321.105,26,SF
2014001178371,28169,00704,1,1,1,27593.148,25,MF
2014001178488,28170,01103,1,2,0,4128.52025,50,MF
2014001178559,28171,01301,1,1,1,47033.775,28,SF
2014001178630,28172,01105,1,2,1,110999.709,21,SF
2014001178634,28173,01105,1,7,3,85705.99,3,MH
2014001178669,28174,01103,1,1,0,41285.2025,27,SF
2014001178757,28175,00800,1,2,0,38985.7735,12,SF
2014001178765,28176,00300,1,2,0,25084.68,3,SF
2014001178942,28177,01104,1,1,1,58530.92,26,SF
2014001179025,28178,00600,1,4,0,20067.744,45,MF
2014001179192,28179,01317,1,1,1,26129.875,42,MH
2014001179327,28180,01105,1,2,2,107665.53695,3,SF
2014001179333,28181,01000,1,2,1,54036.5815,56,SF
2014001179383,28182,01317,1,2,1,75254.04,31,SF
2014001179715,28183,00600,1,2,0,1034.74305,10,MF
2014001179745,28184,00704,1,1,0,60255.49175,13,SF
2014001179759,28185,01301,1,2,2,70028.065,14,SF
2014001179800,28186,00600,1,2,2,123333.01,27,MH
2014001179804,28187,01200,1,2,1,12542.34,28,MF
2014001179837,28188,01200,1,4,2,131064.317415,9,DUP
2014001180073,28189,01303,1,1,1,359547.08,15,MF
2014001180165,28190,01305,1,1,1,41807.8,22,MF
2014001180209,28191,00400,1,1,1,43898.19,19,MF
2014001180216,28192,01104,1,4,2,29474.499,71,SF
2014001180461,28193,01305,1,1,0,31982.967,21,SF
2014001180517,28194,01305,1,1,1,16879.89925,24,SF
2014001180563,28195,01305,1,2,2,229942.9,15,SF
2014001180645,28196,00705,1,1,1,16932.159,5,SF
2014001180661,28197,01321,1,6,1,103474.305,22,SF
2014001180672,28198,01303,1,3,2,143714.3125,14,SF
2014001180740,28199,01000,1,3,1,27175.07,21,SF
2014001180819,28200,01318,1,2,1,102429.11,13,SF
2014001180856,28201,01318,1,4,2,162005.225,25,SF
2014001180866,28202,00300,1,5,2,24802.47735,59,SF
2014001180972,28203,00800,1,4,0,44734.346,17,SF
2014001181032,28204,00704,1,3,1,72013.9355,15,SF
2014001181063,28205,01322,1,1,0,0,44,SF
2014001181078,28206,01318,1,2,0,146536.339,14,SF
2014001181122,28207,00300,1,1,0,35641.1495,5,SF
2014001181142,28208,00100,1,2,2,94339.3007,23,SF
2014001181182,28209,00300,1,2,0,48810.6065,3,SF
2014001181205,28210,01320,1,4,1,84138.1975,5,SF
2014001181273,28211,01314,1,4,2,210084.195,24,SF
2014001181279,28212,01104,1,3,2,71073.26,7,SF
2014001181354,28213,01318,1,1,1,16305.042,14,MH
2014001181446,28214,01320,1,1,1,56440.53,15,MF
2014001181516,28215,01200,1,3,1,55917.9325,18,SF
2014001181899,28216,00100,1,1,1,244575.63,13,SF
2014001182004,28217,00500,1,2,1,71073.26,11,SF
2014001182085,28218,01314,1,3,2,145282.105,29,SF
2014001182116,28219,00800,1,4,2,79434.82,17,SF
2014001182432,28220,00600,1,1,0,80898.093,18,SF
2014001182447,28221,01302,1,1,0,60725.8295,12,SF
2014001182450,28222,01000,1,3,0,52886.867,18,SF
2014001182563,28223,00703,1,1,0,17768.315,40,MH
2014001182671,28224,01320,1,1,0,0,21,MF
2014001182822,28225,00300,1,2,2,73477.2085,12,SF
2014001182846,28226,01321,1,2,0,605690.5025,29,MF
2014001183087,28227,01302,1,3,2,163050.42,3,SF
2014001183139,28228,00500,1,4,1,98875.447,16,MH
2014001183163,28229,01301,1,1,1,55395.335,13,SF
2014001183644,28230,00100,1,1,0,522.5975,25,MH
2014001183666,28231,01321,1,2,0,55917.9325,8,SF
2014001183709,28232,00100,1,1,1,39194.8125,11,MH
2014001183721,28233,00100,1,4,0,7943.482,12,MH
2014001183886,28234,01323,1,1,0,54371.0439,39,SF
2014001183989,28235,00703,1,1,1,98248.33,12,DUP
2014001184021,28236,01320,1,1,1,29171.39245,14,SF
2014001184199,28237,01318,1,3,2,82465.8855,13,SF
2014001184241,28238,01200,1,1,0,3553.663,17,SF
2014001184308,28239,01302,1,2,0,32087.4865,12,SF
2014001184323,28240,00600,1,2,2,224716.925,26,SF
2014001184350,28241,01319,1,1,0,264956.9325,12,SF
2014001184527,28242,00800,1,1,0,12542.34,7,SF
2014001184675,28243,01318,1,2,2,47033.775,15,SF
2014001184680,28244,01104,1,3,2,99293.525,31,SF
2014001185006,28245,01302,1,1,0,13587.535,11,SF
2014001185396,28246,00704,1,1,0,15886.964,12,SF
2014001185401,28247,01320,1,2,2,115289.18928,8,SF
2014001185404,28248,01316,1,2,0,35432.1105,19,MH
2014001185431,28249,00705,1,1,1,62711.7,5,SF
2014001185925,28250,01316,1,1,0,11288.106,70,MF
2014001185933,28251,00703,1,2,0,0,37,MF
2014001186177,28252,01314,1,1,0,61666.505,43,MF
2014001186247,28253,01302,1,5,2,367072.484,65,SF
2014001186494,28254,00600,1,4,1,67937.675,21,SF
2014001186562,28255,01000,1,2,1,81525.21,62,SF
2014001186749,28256,00500,1,5,2,33446.24,15,SF
2014001186822,28257,00100,1,2,1,186044.71,24,SF
2014001187206,28258,00800,1,4,2,63756.895,9,SF
2014001187238,28259,00200,1,2,2,40762.605,13,MH
2014001187242,28260,00100,1,2,1,29683.538,8,SF
2014001187266,28261,00901,1,3,1,15468.886,16,MF
2014001187286,28262,01316,1,1,0,154688.86,14,SF
2014001187332,28263,00705,1,1,0,25084.68,5,MH
2014001187444,28264,00500,1,1,1,31878.4475,6,MF
2014001187483,28265,00200,1,6,1,40658.0855,3,SF
2014001187499,28266,01319,1,2,2,65847.285,22,MF
2014001187599,28267,00901,1,1,1,58008.3225,22,SF
2014001187744,28268,00300,1,1,1,16514.081,7,MF
2014001187849,28269,01303,1,1,0,7525.404,27,MF
2014001187876,28270,00703,1,1,1,3135.585,36,DUP
2014001187930,28271,01316,1,2,1,78389.625,11,SF
2014001187993,28272,01317,1,2,1,58948.998,23,SF
2014001188005,28273,01318,1,2,1,49437.7235,25,SF
2014001188041,28274,01320,1,1,1,27593.148,11,MF
2014001188083,28275,00902,1,1,1,6271.17,15,MF
2014001188277,28276,00600,1,1,0,52259.75,20,SF
2014001188433,28277,00705,1,1,1,56440.53,15,SF
2014001188556,28278,01302,1,1,0,52782.3475,15,SF
2014001188570,28279,00500,1,3,1,10190.65125,21,SF
2014001188625,28280,01303,1,1,1,11497.145,6,MF
2014001188792,28281,01318,1,1,1,15677.925,24,SF
2014001188814,28282,01200,1,2,2,283247.845,18,SF
2014001188819,28283,00200,1,6,3,86019.5485,12,MH
2014001189139,28284,00705,1,2,1,70968.7405,13,MH
2014001189153,28285,00600,1,2,2,68564.792,14,SF
2014001189208,28286,00902,1,2,1,25084.68,13,SF
2014001189214,28287,00300,1,2,0,17454.7565,30,MH
2014001189218,28288,00500,1,2,1,74208.845,6,SF
2014001189241,28289,01317,1,2,2,66892.48,29,MH
2014001189291,28290,00705,1,4,2,72933.7071,3,SF
2014001189295,28291,00800,1,3,3,62502.661,17,SF
2014001189327,28292,00500,1,3,3,107027.968,7,SF
2014001189481,28293,00100,1,1,0,18813.51,12,SF
2014001189493,28294,00200,1,2,0,204231.103,3,MH
2014001189524,28295,01103,1,3,2,48810.6065,21,MF
2014001189553,28296,01303,1,2,1,104519.5,22,SF
2014001189645,28297,00400,1,5,1,124691.7635,7,SF
2014001189979,28298,00703,1,1,0,8884.1575,12,SF
2014001190279,28299,01200,1,2,1,149462.885,10,SF
2014001190375,28300,00703,1,4,4,103265.266,22,SF
2014001190729,28301,00400,1,2,0,55081.7765,19,SF
2014001191128,28302,01324,1,3,2,141101.325,22,SF
2014001191548,28303,00200,1,2,2,189180.295,3,SF
2014001191868,28304,01322,1,1,1,142146.52,26,MF
2014001192079,28305,00704,1,5,2,70237.104,16,SF
2014001192134,28306,01303,1,6,5,254860.3488,17,SF
2014001192161,28307,01104,1,1,1,75254.04,15,SF
2014001192372,28308,01301,1,2,2,132739.765,14,SF
2014001192593,28309,00100,1,2,2,104519.5,2,SF
2014001192764,28310,01302,1,4,2,131694.57,24,SF
2014001192787,28311,01314,1,2,0,109954.514,13,SF
2014001192821,28312,01301,1,1,1,94067.55,11,SF
2014001192828,28313,00500,1,2,2,148417.69,6,SF
2014001192848,28314,00600,1,1,0,0,13,MF
2014001192867,28315,00500,1,2,2,123333.01,7,SF
2014001192884,28316,00600,1,9,4,141937.481,22,SF
2014001192895,28317,01303,1,2,0,17768.315,33,DUP
2014001192946,28318,00902,1,1,0,0,34,MF
2014001192952,28319,00300,1,4,0,6375.6895,10,SF
2014001192969,28320,01316,1,2,2,104205.9415,14,SF
2014001193023,28321,00704,1,2,1,67206.0385,15,SF
2014001193037,28322,00300,1,2,2,35954.708,17,DUP
2014001193086,28323,00704,1,4,1,359547.08,25,SF
2014001193166,28324,01314,1,1,1,4180.78,22,MF
2014001193515,28325,01301,1,1,1,101383.915,14,MF
2014001193580,28326,00500,1,1,0,15050.808,17,SF
2014001193611,28327,00500,1,1,1,57485.725,13,SF
2014001193670,28328,01301,1,4,2,167231.2,13,SF
2014001193744,28329,01323,1,1,0,15886.964,25,DUP
2014001193749,28330,01318,1,2,0,147686.0535,23,SF
2014001193771,28331,01305,1,2,2,27488.6285,29,MF
2014001193939,28332,00300,1,4,3,57694.764,16,MH
2014001194270,28333,01324,1,1,0,29683.538,15,SF
2014001194289,28334,01322,1,3,2,90931.965,14,SF
2014001194445,28335,00200,1,1,1,68146.714,10,SF
2014001195205,28336,00500,1,1,0,25084.68,18,SF
2014001195351,28337,01318,1,2,1,71909.416,12,SF
2014001195494,28338,01200,1,2,2,9406.755,28,MF
2014001195501,28339,00705,1,4,3,101906.5125,10,SF
2014001195576,28340,01321,1,3,3,172875.253,44,SF
2014001195643,28341,00100,1,2,2,39717.41,7,MH
2014001195678,28342,00800,1,4,1,18708.9905,27,SF
2014001195746,28343,00500,1,2,0,29275.91195,2,MF
2014001196057,28344,01314,1,2,0,198587.05,19,SF
2014001196093,28345,00100,1,3,1,73686.2475,2,MH
2014001196114,28346,00200,1,1,0,157615.406,20,SF
2014001196198,28347,01314,1,1,1,41807.8,23,MF
2014001196215,28348,01314,1,1,0,10660.989,5,SF
2014001196542,28349,00704,1,5,2,99293.525,17,SF
2014001196549,28350,00300,1,1,0,8257.0405,8,SF
2014001196689,28351,01303,1,1,1,38672.215,74,MF
2014001196746,28352,01318,1,4,2,106609.89,12,SF
2014001196961,28353,01105,1,2,0,38254.137,22,MH
2014001196990,28354,00100,1,4,1,50169.36,4,SF
2014001197427,28355,00703,1,4,4,80898.093,28,SF
2014001197433,28356,01321,1,2,1,89991.2895,12,SF
2014001197461,28357,00400,1,2,1,37627.02,17,MH
2014001197525,28358,01324,1,3,1,135875.35,23,SF
2014001197658,28359,01321,1,4,2,162005.225,12,SF
2014001197694,28360,00705,1,4,1,24043.66578,12,SF
2014001197851,28361,00704,1,1,1,522.5975,27,MF
2014001197859,28362,01323,1,2,1,65909.9967,28,SF
2014001197873,28363,01104,1,2,2,115285.0085,13,SF
2014001198038,28364,01324,1,1,1,24666.602,26,DUP
2014001198160,28365,01314,1,3,2,57067.647,29,SF
2014001198235,28366,00600,1,4,2,165140.81,8,SF
2014001198316,28367,00704,1,1,1,20903.9,26,MF
2014001198459,28368,00800,1,3,1,66265.363,27,SF
2014001198539,28369,01318,1,2,2,105878.2535,22,MH
2014001198606,28370,01105,1,4,2,61666.505,25,SF
2014001198758,28371,01301,1,1,1,359547.08,14,SF
2014001198759,28372,01105,1,2,2,28220.265,3,SF
2014001199001,28373,01317,1,2,0,16932.159,13,MH
2014001199007,28374,00600,1,1,0,22158.134,10,MH
2014001199054,28375,00704,1,7,2,356181.5521,17,SF
2014001199149,28376,00600,1,7,3,65220.168,4,SF
2014001199266,28377,01324,1,2,0,48078.97,20,SF
2014001199385,28378,00500,1,3,3,33968.8375,36,MF
2014001199518,28379,01104,1,2,1,37627.02,30,SF
2014001199528,28380,01316,1,2,1,67728.636,22,SF
2014001199686,28381,01105,1,5,1,94067.55,5,SF
2014001199712,28382,00200,1,1,1,8361.56,10,MF
2014001200000,28383,01301,1,2,1,215310.17,41,SF
2014001200004,28384,01319,1,3,2,219490.95,23,SF
2014001200051,28385,00100,1,6,3,30523.87478,16,MH
2014001200129,28386,01314,1,1,1,78389.625,23,MF
2014001200719,28387,01318,1,3,3,106609.89,12,SF
2014001200785,28388,00200,1,1,0,77135.391,19,SF
2014001200852,28389,00300,1,2,0,60725.8295,9,SF
2014001200941,28390,00100,1,4,1,20903.9,11,SF
2014001200974,28391,01302,1,3,2,45988.58,25,SF
2014001200979,28392,01305,1,3,3,59576.115,15,MF
2014001200982,28393,00703,1,2,1,74647.8269,14,SF
2014001201142,28394,00800,1,3,0,0,30,SF
2014001201292,28395,00300,1,2,2,131381.0115,8,SF
2014001201299,28396,01323,1,2,1,64802.09,27,MF
2014001201378,28397,00705,1,2,1,17266.6214,38,SF
2014001201686,28398,01317,1,1,0,155232.3614,39,SF
2014001201689,28399,01303,1,3,0,72327.494,11,SF
2014001201813,28400,01321,1,5,3,65324.6875,61,SF
2014001201987,28401,00600,1,4,1,123228.4905,14,SF
2014001202001,28402,00600,1,3,1,102533.6295,26,SF
2014001202138,28403,01320,1,1,0,29997.0965,24,SF
2014001202225,28404,00200,1,1,0,26349.36595,6,SF
2014001202252,28405,01318,1,1,0,20903.9,10,MH
2014001202612,28406,01301,1,3,2,20276.783,36,MH
2014001202631,28407,01314,1,2,0,124378.205,12,MF
2014001202654,28408,01303,1,2,2,295790.185,27,SF
2014001202656,28409,00704,1,1,0,20067.744,19,MH
2014001202785,28410,00500,1,6,3,63756.895,13,SF
2014001202938,28411,00705,1,4,1,380450.98,14,SF
2014001203009,28412,00800,1,2,1,51214.555,3,SF
2014001203113,28413,01103,1,1,1,15259.847,104,MF
2014001203195,28414,00200,1,2,1,35745.669,8,MH
2014001203338,28415,00800,1,3,0,6375.6895,7,MH
2014001203446,28416,00200,1,2,2,89886.77,12,SF
2014001203545,28417,01105,1,2,2,56440.53,20,SF
2014001203555,28418,00300,1,1,0,5225.975,32,MF
2014001203582,28419,01317,1,2,2,76299.235,15,SF
2014001203681,28420,01303,1,3,2,131799.0895,14,SF
2014001203900,28421,01319,1,1,1,21949.095,8,SF
2014001203919,28422,01318,1,3,1,24353.0435,15,MH
2014001203942,28423,01317,1,2,2,140683.247,14,SF
2014001204040,28424,01200,1,2,0,56231.491,10,SF
2014001204151,28425,01105,1,6,2,79393.0122,12,SF
2014001204201,28426,00500,1,2,0,50273.8795,9,SF
2014001204276,28427,00400,1,4,2,94067.55,19,SF
2014001204302,28428,00200,1,1,0,14841.769,3,MH
2014001204339,28429,01104,1,5,3,121242.62,19,SF
2014001204418,28430,01305,1,1,1,39194.8125,12,MF
2014001204541,28431,01317,1,4,2,125005.322,24,SF
2014001204727,28432,01314,1,2,0,11810.7035,9,MF
2014001204817,28433,00400,1,2,2,99293.525,31,SF
2014001204818,28434,00300,1,2,2,81943.288,6,SF
2014001204864,28435,01322,1,3,1,141414.8835,22,SF
2014001204890,28436,01200,1,2,2,146327.3,8,SF
2014001204950,28437,00901,1,4,2,48580.6636,20,MH
2014001205099,28438,01316,1,2,1,80793.5735,15,SF
2014001205106,28439,00600,1,2,2,87796.38,20,SF
2014001205157,28440,01301,1,1,0,8884.1575,20,MF
2014001205217,28441,01105,1,3,2,110790.67,13,SF
2014001205254,28442,01302,1,1,0,79016.742,11,MF
2014001205327,28443,01303,1,2,1,26129.875,22,SF
2014001205335,28444,01317,1,3,3,117584.4375,17,SF
2014001205441,28445,01317,1,1,0,43898.19,13,SF
2014001205529,28446,00705,1,2,2,86751.185,5,SF
2014001205533,28447,00100,1,2,1,50587.438,5,SF
2014001205535,28448,00705,1,2,0,18499.9515,6,MH
2014001205544,28449,01301,1,4,2,91977.16,19,SF
2014001205590,28450,00500,1,1,0,69819.026,4,SF
2014001205601,28451,00500,1,3,1,56649.569,26,SF
2014001205655,28452,00200,1,2,0,19858.705,12,SF
2014001205659,28453,00200,1,2,0,39717.41,23,MH
2014001205737,28454,00200,1,1,0,12019.7425,15,MF
2014001205989,28455,01200,1,1,0,16305.042,16,SF
2014001206049,28456,00800,1,2,2,81525.21,11,MH
2014001206220,28457,00400,1,1,1,54350.14,57,SF
2014001206397,28458,01324,1,2,0,48936.0299,21,SF
2014001206435,28459,00800,1,2,0,23621.407,24,MH
2014001206532,28460,01324,1,1,1,62711.7,22,MF
2014001206567,28461,01323,1,3,1,360330.97625,15,SF
2014001206635,28462,00901,1,2,1,164513.693,11,SF
2014001206673,28463,00705,1,2,0,25398.2385,44,MH
2014001206758,28464,01319,1,4,0,2299.429,9,SF
2014001206790,28465,00500,1,1,1,426439.56,13,SF
2014001207040,28466,00705,1,1,0,47451.853,5,SF
2014001207412,28467,01314,1,1,0,36477.3055,21,SF
2014001207472,28468,01301,1,1,0,56754.0885,22,SF
2014001207609,28469,01314,1,2,1,150508.08,15,SF
2014001207763,28470,01322,1,5,2,127722.829,24,SF
2014001207864,28471,00703,1,2,2,79439.00078,12,SF
2014001207881,28472,00600,1,2,0,82674.9245,15,SF
2014001208025,28473,01302,1,1,0,41170.23105,21,MF
2014001208028,28474,00500,1,2,0,21541.46895,5,SF
2014001208157,28475,01318,1,1,0,11392.6255,24,MH
2014001208177,28476,01320,1,2,2,111835.865,16,SF
2014001208214,28477,00500,1,1,1,16305.042,6,SF
2014001208262,28478,01318,1,4,1,47033.775,13,MF
2014001208620,28479,00902,1,2,2,94276.589,25,SF
2014001208863,28480,01320,1,1,0,52259.75,28,SF
2014001208864,28481,01321,1,2,0,131276.492,26,SF
2014001208878,28482,01104,1,2,1,61980.0635,18,SF
2014001208904,28483,01302,1,6,1,35745.669,14,SF
2014001208912,28484,00800,1,5,1,106609.89,11,SF
2014001208957,28485,00200,1,5,1,18813.51,12,SF
2014001209039,28486,01319,1,1,0,78389.625,37,SF
2014001209148,28487,00800,1,4,3,85915.029,23,SF
2014001209208,28488,00500,1,2,0,65638.246,9,MH
2014001209341,28489,00703,1,3,1,33550.7595,12,SF
2014001209346,28490,00902,1,4,1,132739.765,7,SF
2014001209350,28491,01318,1,2,1,32610.084,13,SF
2014001209404,28492,01316,1,1,1,8361.56,13,SF
2014001209550,28493,00200,1,1,0,29056.421,10,MF
2014001209603,28494,01305,1,5,2,153225.587,15,SF
2014001209702,28495,01319,1,5,1,363518.821,22,SF
2014001209755,28496,01320,1,1,0,25084.68,23,MF
2014001209815,28497,01320,1,5,2,89886.77,8,SF
2014001209825,28498,00800,1,3,2,31355.85,45,SF
2014001209840,28499,00500,1,1,0,3344.624,8,DUP
2014001209955,28500,01317,1,3,2,82256.8465,23,SF
2014001210108,28501,00100,1,1,0,5225.975,13,SF
2014001210139,28502,00100,1,2,1,57067.647,5,MH
2014001210200,28503,00500,1,2,1,151553.275,8,SF
2014001210235,28504,00703,1,2,0,38881.254,12,SF
2014001210279,28505,01319,1,1,0,26129.875,12,MF
2014001210355,28506,01321,1,1,1,6271.17,83,MF
2014001210520,28507,01301,1,3,1,12124.262,13,MF
2014001210579,28508,01305,1,2,1,13587.535,22,MF
2014001210612,28509,00704,1,3,2,85601.4705,35,SF
2014001210666,28510,00800,1,2,0,71386.8185,9,SF
2014001210677,28511,01200,1,1,0,2090.39,7,SF
2014001210745,28512,00703,1,1,0,40762.605,13,SF
2014001210800,28513,01200,1,2,1,29056.421,20,MF
2014001210826,28514,01103,1,4,1,37627.02,41,SF
2014001210871,28515,01321,1,3,2,397174.1,16,SF
2014001210989,28516,01317,1,4,1,64593.051,57,SF
2014001211077,28517,01104,1,5,2,78285.1055,25,SF
2014001211104,28518,01200,1,4,1,33446.24,22,SF
2014001211470,28519,01105,1,3,1,22785.251,9,DUP
2014001211476,28520,01303,1,3,1,363330.6859,24,SF
2014001211504,28521,01104,1,1,0,9197.716,20,DUP
2014001211667,28522,01320,1,4,1,227434.432,8,SF
2014001211837,28523,01302,1,8,5,71074.305195,10,SF
2014001212310,28524,00200,1,1,1,41807.8,45,DUP
2014001212329,28525,01319,1,2,0,250606.40515,24,SF
2014001212438,28526,00500,1,2,0,59785.154,15,SF
2014001212520,28527,00300,1,2,0,21430.67828,29,MH
2014001212620,28528,01316,1,4,2,162005.225,19,SF
2014001212724,28529,00300,1,1,0,8570.599,9,SF
2014001212772,28530,01303,1,2,2,35536.63,13,SF
2014001212773,28531,00901,1,5,1,11497.145,28,MH
2014001212776,28532,01303,1,3,1,65533.7265,48,MF
2014001212958,28533,01318,1,2,2,204231.103,13,SF
2014001212975,28534,00100,1,2,1,113090.099,13,SF
2014001212986,28535,00901,1,2,0,108700.28,24,SF
2014001213272,28536,01105,1,1,0,20276.783,4,MF
2014001213372,28537,00800,1,2,2,39299.332,7,MF
2014001213412,28538,01320,1,2,2,141101.325,12,SF
2014001213468,28539,00704,1,3,2,57276.686,41,SF
2014001213486,28540,01324,1,2,1,63025.2585,20,MF
2014001213632,28541,00902,1,2,1,51528.1135,24,MH
2014001214063,28542,00705,1,2,0,23934.9655,16,MH
2014001214134,28543,00705,1,2,0,65847.285,15,SF
2014001214275,28544,01324,1,2,2,107655.085,21,MF
2014001214298,28545,00705,1,6,2,30310.655,15,SF
2014001214332,28546,00901,1,1,1,41807.8,17,SF
2014001214377,28547,01000,1,4,2,123333.01,11,SF
2014001214473,28548,00500,1,2,0,44943.385,13,MF
2014001214486,28549,00705,1,2,2,75985.6765,5,SF
2014001214517,28550,00901,1,2,0,39821.9295,24,SF
2014001214535,28551,01319,1,3,1,63547.856,14,SF
2014001214579,28552,00400,1,6,2,23934.9655,41,SF
2014001214602,28553,01320,1,2,1,54768.218,8,SF
2014001214623,28554,01000,1,2,1,130022.258,21,SF
2014001214678,28555,00703,1,2,2,444834.992,15,SF
2014001214801,28556,00901,1,1,1,67937.675,14,MF
2014001214909,28557,01105,1,5,2,104728.539,13,SF
2014001215101,28558,00704,1,2,1,69923.5455,15,SF
2014001215102,28559,00300,1,2,1,23413.413195,2,SF
2014001215324,28560,00902,1,2,2,31355.85,10,SF
2014001215448,28561,00500,1,3,1,33446.24,20,SF
2014001215468,28562,01319,1,3,1,114971.45,12,SF
2014001215489,28563,00200,1,2,1,40344.527,14,SF
2014001215965,28564,01318,1,2,1,168067.356,12,SF
2014001215977,28565,00200,1,2,1,88329.42945,6,SF
2014001215999,28566,00705,1,4,0,43166.5535,21,SF
2014001216040,28567,01318,1,1,0,35400.75465,43,MF
2014001216341,28568,00200,1,2,2,31355.85,14,SF
2014001216462,28569,01303,1,4,2,58530.92,26,SF
2014001216534,28570,01105,1,5,1,5225.975,15,MH
2014001216577,28571,00100,1,3,0,35850.1885,4,SF
2014001216740,28572,01321,1,2,1,59994.193,26,SF
2014001217020,28573,01319,1,3,1,365295.6525,15,SF
2014001217041,28574,01000,1,2,0,41807.8,21,SF
2014001217214,28575,01314,1,2,1,40971.644,19,SF
2014001217390,28576,00901,1,1,0,21531.017,44,MF
2014001217413,28577,00200,1,2,1,84869.834,16,SF
2014001217609,28578,01103,1,5,2,33968.8375,32,MF
2014001217759,28579,01321,1,4,2,146327.3,11,SF
2014001217825,28580,01317,1,2,0,18186.393,16,SF
2014001218007,28581,01317,1,2,1,60673.56975,14,SF
2014001218013,28582,00200,1,2,0,10033.872,24,SF
2014001218232,28583,01314,1,1,1,41807.8,25,MF
2014001218300,28584,00901,1,2,1,34491.435,24,SF
2014001218533,28585,01314,1,3,1,176428.916,14,SF
2014001218934,28586,01320,1,2,2,120249.68475,10,MF
2014001219056,28587,01000,1,3,0,23945.41745,15,SF
2014001219138,28588,00902,1,3,3,154688.86,25,SF
2014001219365,28589,00703,1,1,1,2717.507,77,SF
2014001219442,28590,00800,1,2,1,18499.9515,24,SF
2014001219443,28591,01301,1,3,1,41389.722,11,SF
2014001219493,28592,01320,1,2,2,38985.7735,14,MF
2014001219564,28593,00100,1,2,0,36686.3445,14,SF
2014001219577,28594,01316,1,1,0,75463.079,12,SF
2014001219681,28595,00200,1,2,0,31669.4085,20,SF
2014001219700,28596,00400,1,2,2,126886.673,23,SF
2014001219704,28597,01314,1,2,1,86751.185,21,MF
2014001219835,28598,00200,1,1,1,45988.58,14,MH
2014001219912,28599,01305,1,2,1,17350.237,26,MF
2014001220043,28600,01314,1,1,1,20903.9,24,MF
2014001220073,28601,01319,1,2,0,140056.13,8,MF
2014001220382,28602,01303,1,2,1,52782.3475,13,SF
2014001220395,28603,01305,1,4,3,139010.935,18,MH
2014001220465,28604,00500,1,2,0,49521.3391,15,MH
2014001220671,28605,01000,1,1,0,37208.942,47,SF
2014001220675,28606,00901,1,3,2,104519.5,19,SF
2014001220866,28607,01105,1,1,0,5644.053,23,SF
2014001220906,28608,00400,1,1,1,26129.875,56,MF
2014001220918,28609,01104,1,1,1,7838.9625,11,SF
2014001220968,28610,01324,1,1,1,64802.09,29,SF
2014001221039,28611,00703,1,2,1,36216.00675,35,DUP
2014001221529,28612,01318,1,4,2,130649.375,14,SF
2014001221537,28613,00300,1,2,1,91454.5625,21,SF
2014001221748,28614,00500,1,1,0,69819.026,29,SF
2014001221792,28615,01314,1,3,3,445253.07,5,SF
2014001222042,28616,00800,1,1,0,8779.638,13,MH
2014001222082,28617,00300,1,4,3,132739.765,2,SF
2014001222114,28618,01316,1,5,0,0,87,MF
2014001222259,28619,01321,1,2,1,7525.404,9,MF
2014001222307,28620,01319,1,2,2,100338.72,16,SF
2014001222453,28621,00600,1,4,2,464066.58,21,SF
2014001222458,28622,00704,1,3,1,88841.575,25,SF
2014001222729,28623,01000,1,2,0,14632.73,36,SF
2014001222763,28624,00703,1,2,1,4912.4165,25,DUP
2014001223135,28625,00500,1,1,1,14632.73,16,MF
2014001223179,28626,01319,1,3,3,122810.4125,3,SF
2014001223249,28627,00600,1,3,1,40658.0855,4,MH
2014001223317,28628,00800,1,1,0,27488.6285,5,SF
2014001223347,28629,00100,1,2,2,74940.4815,24,SF
2014001223589,28630,01314,1,3,2,68982.87,13,SF
2014001223590,28631,00100,1,5,1,275199.8435,11,MH
2014001223762,28632,00100,1,2,1,116225.684,11,SF
2014001223854,28633,00703,1,4,2,104519.5,16,SF
2014001223922,28634,00300,1,4,2,67937.675,3,SF
2014001224004,28635,01317,1,3,2,101174.876,13,SF
2014001224032,28636,01305,1,4,1,52259.75,14,SF
2014001224049,28637,00704,1,1,0,16618.6005,33,SF
2014001224094,28638,01314,1,1,1,7525.404,25,MF
2014001224136,28639,00100,1,4,2,48706.087,18,SF
2014001224234,28640,01317,1,2,1,123960.127,16,SF
2014001224298,28641,01318,1,3,1,235492.88545,13,SF
2014001224302,28642,01303,1,3,2,34491.435,27,DUP
2014001224434,28643,01104,1,2,0,71177.7795,8,SF
2014001224442,28644,01323,1,4,1,16514.081,48,SF
2014001224445,28645,00100,1,1,1,38881.254,12,DUP
2014001224712,28646,01323,1,2,0,206875.44635,23,SF
2014001224718,28647,01319,1,3,2,117061.84,15,MF
2014001224721,28648,01103,1,2,2,107655.085,23,SF
