SERIALNO,PUMA5,HWEIGHT,UNITTYPE,PERSONS,BLDGSZ,HINC
4302769,1803,29,0,1,4,53000
4302774,500,23,0,3,2,77000
4302837,1701,0,2,1,  ,0
4302859,1702,15,0,5,2,21200
4302989,1401,23,0,1,6,34590
4303111,2009,27,0,2,1,75000
4303273,1803,0,2,1,  ,0
4303325,200,20,0,4,1,84200
4303337,400,3,0,5,2,9600
4303364,602,14,0,2,2,124000
4303367,902,32,0,3,2,29600
4303437,1100,29,0,1,1,52100
4303479,400,6,0,2,2,31000
4303566,400,5,0,4,2,63940
4303579,1202,20,0,1,2,78000
4303598,1003,23,0,1,2,55000
4303608,1600,6,0,2,2,59700
4303656,1500,15,0,2,2,32000
4303700,2002,23,0,4,2,46040
4303757,1804,20,0,1,7,9400
4303833,300,32,0,2,6,11400
4303886,2102,23,0,5,9,8300
4303963,1100,20,0,3,2,36000
4304128,902,29,0,2,2,119000
4304177,700,6,0,2,1,3390
4304200,1803,26,0,3,2,108000
4304296,1900,18,0,2,2,146200
4304299,2002,12,0,2,2,36900
4304522,1300,21,0,1,8,6900
4304575,300,15,0,4,2,79180
4304629,2102,26,0,2,2,52000
4304647,1001,17,0,5,2,35700
4304743,1802,15,0,4,8,29060
4304814,2009,23,0,4,2,124800
4304918,1404,26,0,1,2,47600
4304942,100,26,0,2,2,23000
4304977,2101,26,0,1,2,41490
4305081,2001,20,0,2,2,343600
4305386,100,21,0,4,2,44500
4305398,400,9,0,2,2,68300
4305403,1803,26,0,3,7,59300
4305414,2006,17,0,2,2,93230
4305680,2005,26,0,4,2,88000
4305747,2005,17,0,3,6,26000
4305761,100,18,0,3,2,18900
4305762,1701,6,0,1,2,25000
4305774,200,12,0,1,2,6500
4306149,2006,37,0,3,2,72000
4306301,400,3,0,0,4,0
4306529,200,6,0,2,2,45100
4306557,1202,23,0,4,2,62000
4306663,100,17,0,4,4,27000
4306688,200,20,0,1,7,22000
4306726,200,11,0,1,2,7200
4306778,200,30,0,0,2,0
4306785,2003,23,0,1,6,9700
4306896,400,20,0,1,2,25200
4306928,1402,31,0,4,2,85320
4306990,602,20,0,3,2,79800
4306992,1002,23,0,1,2,14100
4307197,2003,26,0,2,2,26600
4307259,1100,6,0,2,2,21310
4307512,1702,23,0,4,2,8500
4307541,1702,24,0,3,6,27200
4307570,1701,20,0,5,2,48050
4307615,1803,32,0,1,2,32900
4307715,100,35,0,9,1,168800
4307738,1300,18,0,3,2,69200
4307856,1300,26,0,4,2,34000
4307881,1202,29,0,5,2,53400
4307916,1003,27,0,4,2,78100
4308031,2004,29,0,1,6,34500
4308203,300,9,0,1,1,38600
4308325,1401,9,0,2,2,37000
4308336,2001,14,0,2,2,21480
4308409,700,20,0,2,2,91000
4308431,1500,6,0,4,1,26200
4308554,2200,20,0,1,4,191000
4308708,500,13,0,0,1,0
4308748,500,28,0,1,7,15000
4308970,2006,20,0,4,9,54000
4309043,2008,46,0,3,2,80000
4309106,902,43,0,0,5,0
4309242,1401,44,0,2,4,30600
4309311,1500,20,0,3,2,80000
4309418,1403,18,0,2,8,23800
4309465,1402,15,0,2,2,77000
4309516,1600,7,0,0,1,0
4309554,1500,8,0,9,2,35100
4309665,2009,20,0,5,2,76300
4309860,2004,29,0,2,2,32410
4309911,1701,35,0,2,1,21400
4309923,2005,15,0,5,9,20900
4309981,1701,18,0,1,9,34700
4310042,1801,14,0,2,2,90000
4310405,1803,26,0,1,2,13700
4310506,601,26,0,4,2,30300
4310612,1701,13,0,0,2,0
4310633,2004,20,0,1,1,39070
4310742,2200,15,0,4,2,114500
4310781,2005,17,0,2,2,64000
4310986,1803,32,0,1,9,32000
4311031,1804,23,0,1,8,8700
4311103,200,26,0,4,2,45600
4311345,200,8,0,1,8,6100
4311462,700,6,0,1,2,32300
4311468,1201,3,0,0,1,0
4311510,2008,26,0,2,2,40000
4311513,1500,6,0,1,2,4670
4311519,1500,9,0,1,2,78900
4311614,700,35,0,4,2,39820
4311682,2001,29,0,1,2,11200
4311683,2101,26,0,5,2,76600
4311747,2008,26,0,1,2,8400
4311752,1201,26,0,2,2,20000
4311834,1403,26,0,4,2,103000
4311972,400,6,0,1,2,50000
4312021,1300,23,0,1,2,35450
4312035,400,6,0,2,2,34900
4312214,1002,26,0,1,2,30500
4312233,2004,21,0,2,2,71650
4312246,1401,9,0,1,2,32100
4312258,1404,0,2,1,  ,0
4312467,2002,23,0,2,2,71100
4312569,1702,14,0,3,2,87800
4312582,2007,20,0,1,6,48000
4312753,1701,0,2,1,  ,0
4312773,500,26,0,3,4,28000
4312804,2102,29,0,3,2,61300
4312932,902,29,0,4,2,65000
4312974,1702,30,0,0,2,0
4312990,1005,30,0,0,2,0
4312997,2009,23,0,2,2,24200
4313117,2001,23,0,2,2,58000
4313213,1404,26,0,4,2,52400
4313234,1402,8,0,2,1,349140
4313246,1202,17,0,4,2,66000
4313251,1403,26,0,1,8,28000
4313382,1702,26,0,2,2,67000
4313544,2001,23,0,2,2,93300
4313697,300,20,0,1,2,7800
4313726,200,17,0,3,2,39000
4313733,1803,17,0,0,8,0
4313749,1701,0,1,1,  ,0
4313764,1404,0,2,1,  ,0
4313816,1202,20,0,4,2,77000
4313832,1500,15,0,2,7,16400
4313959,1100,20,0,0,7,0
4314065,2007,23,0,2,2,160500
4314414,2102,27,0,5,2,56000
4314474,1003,26,0,1,2,19000
4314758,1002,17,0,5,2,73200
4314837,1300,17,0,5,2,44000
4314855,100,29,0,2,2,212000
4314921,1005,9,0,1,1,50510
4315016,1805,20,0,1,6,26000
4315030,1403,32,0,3,2,129900
4315150,100,24,0,2,2,153850
4315286,400,17,0,1,2,14300
4315374,2005,23,0,1,2,60000
4315661,1600,6,0,1,1,10200
4315768,1001,20,0,3,6,23510
4315997,902,23,0,2,2,50200
4316082,2009,29,0,5,2,116000
4316187,1001,23,0,2,3,57000
4316218,1300,18,0,2,4,76600
4316261,2102,26,0,3,2,76100
4316295,1500,17,0,2,2,64000
4316321,2007,0,2,1,  ,0
4316379,1404,23,0,2,2,81700
4316388,1401,23,0,1,2,36500
4316519,2001,18,0,4,2,84400
4316721,1402,49,0,3,2,61700
4316910,500,13,0,0,8,0
4317044,2004,23,0,4,2,84000
4317226,1002,35,0,3,9,44000
4317243,1300,0,1,1,  ,0
4317316,2004,18,0,2,9,36800
4317337,1702,20,0,5,2,74300
4317422,1005,29,0,2,1,25500
4317484,200,26,0,1,7,55200
4317588,800,26,0,1,1,14400
4317641,400,18,0,2,1,37940
4317686,200,32,0,4,2,59000
4317724,602,23,0,2,2,51770
4317747,300,6,0,6,1,64000
4317822,400,5,0,1,2,43000
4317847,500,47,0,2,9,9920
4318170,601,6,0,3,2,47000
4318207,1201,20,0,4,1,24800
4318326,300,6,0,1,2,2200
4318361,2008,21,0,3,1,40500
4318474,800,46,0,3,2,30200
4318568,2200,24,0,2,8,17200
4318683,1600,6,0,2,2,20400
4318813,500,32,0,8,2,156500
4318908,1100,20,0,1,1,11000
4318918,2009,26,0,2,2,51400
4318975,1401,20,0,2,7,61000
4318983,2005,29,0,2,2,41300
4319031,400,6,0,4,2,29000
4319163,1002,20,0,4,2,125000
4319187,500,10,0,0,2,0
4319280,1701,17,0,2,2,125000
4319302,2101,17,0,1,2,12800
4319324,400,7,0,0,2,0
4319396,902,23,0,2,2,46000
4319508,2001,21,0,6,2,105000
4319538,400,8,0,1,2,8000
4319666,2200,26,0,3,4,48600
4319891,400,7,0,0,2,0
4320028,901,23,0,1,1,63400
4320090,1202,26,0,2,2,61000
4320249,2001,20,0,1,2,20800
4320305,1002,5,0,2,2,136800
4320465,400,9,0,1,2,12500
4320529,1701,14,0,3,2,65200
4320613,1403,23,0,2,6,31750
4320730,1300,6,0,1,7,55000
4320736,1500,11,0,2,1,26400
4320844,1801,23,0,3,6,27540
4320871,1404,23,0,1,2,64000
4320874,1500,6,0,2,1,16920
4320888,602,17,0,2,2,50040
4320965,1002,24,0,2,3,22000
4321107,2009,26,0,4,2,83050
4321137,2102,20,0,2,2,49200
4321266,100,26,0,4,1,113600
4321349,200,32,0,2,3,27000
4321350,1805,40,0,2,8,23100
4321479,1100,5,0,2,2,0
4321485,100,23,0,0,2,0
4321676,1403,0,1,1,  ,0
4321826,800,6,0,5,3,55400
4321888,1600,9,0,2,2,129000
4321957,2002,18,0,2,2,64100
4322122,1600,32,0,5,4,21500
4322145,2200,20,0,4,9,36700
4322459,1003,14,0,3,2,140000
4322523,1900,38,0,3,2,99200
4322675,400,6,0,4,2,27590
4322818,1702,24,0,2,2,92050
4322880,1300,14,0,2,2,65000
4322887,500,23,0,0,7,0
4322927,1801,26,0,2,4,118050
4322984,2008,6,0,1,2,38000
4323047,1300,6,0,1,2,1200
4323114,601,23,0,4,2,73000
4323280,1801,18,0,2,2,144600
4323299,1300,38,0,2,8,27600
4323321,2101,14,0,2,2,45000
4323358,100,26,0,0,2,0
4323431,1600,27,0,0,2,0
4323532,1100,17,0,1,1,25800
4323605,602,17,0,3,1,72500
4323699,700,6,0,3,2,49200
4323711,2006,29,0,4,6,80008
4323820,2200,17,0,1,9,16900
4323932,1802,54,0,0,5,0
4323967,1300,6,0,4,2,37000
4324004,400,14,0,3,1,0
4324034,1802,0,2,1,  ,0
4324043,1802,18,0,1,5,35000
4324050,2200,18,0,5,2,101100
4324075,1801,17,0,2,5,67900
4324093,2009,20,0,2,2,47900
4324177,2002,26,0,2,3,82000
4324289,100,26,0,5,2,40450
4324342,1805,15,0,2,2,104500
4324360,1805,21,0,1,2,60000
4324521,800,0,2,1,  ,0
4324916,2005,26,0,1,3,79000
4324954,602,23,0,1,2,40400
4325014,1500,18,0,3,2,12450
4325154,200,23,0,3,2,68800
4325215,1803,32,0,4,2,47700
4325250,1802,26,0,1,2,60800
4325336,800,6,0,2,1,44800
4325359,1300,26,0,2,2,35380
4325424,700,6,0,4,2,0
4325522,500,23,0,1,9,37700
4325626,1500,6,0,6,2,257000
4325777,1804,31,0,1,8,40300
4325911,2004,32,0,1,9,32000
4325960,1803,26,0,1,9,8100
4326166,2102,18,0,3,1,47800
4326279,1201,29,0,1,1,3720
4326299,1404,0,2,1,  ,0
4326368,1300,6,0,1,2,64500
4326439,902,26,0,1,2,8500
4326579,400,5,0,2,2,21300
4326659,300,5,0,2,2,109090
4326751,901,9,0,2,2,42700
4326754,1300,18,0,2,2,41540
4326770,100,23,0,2,2,97000
4326942,1401,20,0,5,2,85470
4327139,1500,6,0,7,2,27700
4327197,1600,18,0,2,1,35100
4327237,1404,0,1,1,  ,0
4327287,400,6,0,2,2,20400
4327308,400,12,0,2,2,51000
4327367,1201,20,0,2,1,72000
4327437,2102,26,0,3,2,47000
4327580,2008,20,0,4,2,58000
4327736,1100,6,0,1,5,16800
4327788,1004,8,0,2,7,1500
4327884,700,6,0,2,2,100100
4327890,300,6,0,1,1,34000
4327893,700,20,0,2,2,43600
4327921,2009,23,0,1,2,58000
4327935,1403,0,1,1,  ,0
4328023,1500,16,0,0,2,0
4328045,2001,21,0,1,2,34000
4328049,602,20,0,5,6,45000
4328050,2002,26,0,1,6,30600
4328268,1804,26,0,2,7,46000
4328309,2009,32,0,5,1,258000
4328325,901,5,0,7,2,12700
4328456,200,26,0,4,2,81500
4328477,2009,29,0,4,2,475900
4328498,1500,18,0,1,2,38000
4328523,400,14,0,1,10,9000
4328631,1600,31,0,3,2,22500
4328759,1702,23,0,2,2,101400
4328939,2002,26,0,1,4,30000
4328942,2006,26,0,2,5,85850
4328988,1300,20,0,5,4,32200
4328996,2102,29,0,3,2,105960
4329081,1804,20,0,2,2,37904
4329110,1002,20,0,2,2,88650
4329191,1402,30,0,5,2,67200
4329362,1802,17,0,3,2,95000
4329395,1600,9,0,2,2,45700
4329454,1802,20,0,2,2,50260
4329671,2001,17,0,1,4,46000
4329696,2005,20,0,1,2,14200
4329727,1005,9,0,5,2,27900
4329747,1002,26,0,1,3,11400
4329755,1401,8,0,2,2,12200
4329784,1404,28,0,3,2,86000
4330021,2005,0,1,1,  ,0
4330084,1805,29,0,2,2,84700
4330149,2009,15,0,2,2,145880
4330202,2200,0,2,1,  ,0
4330318,1404,23,0,1,2,13400
4330453,1300,16,0,0,3,0
4330562,1300,9,0,7,2,59400
4330861,2002,29,0,1,8,110000
4331064,2102,37,0,3,2,262600
4331233,1201,17,0,2,9,17400
4331369,1900,14,0,2,4,130030
4331384,1701,3,0,0,2,0
4331396,1805,23,0,5,2,50080
4331746,500,20,0,2,2,55860
4332016,1401,23,0,3,2,29000
4332167,400,23,0,2,2,50000
4332256,1500,6,0,1,2,142700
4332319,2101,26,0,4,2,42000
4332338,1300,23,0,2,2,59000
4332501,2005,23,0,2,2,15900
4332539,1404,20,0,2,6,46000
4332675,400,6,0,3,2,43000
4332680,2004,12,0,5,2,44900
4332716,1403,26,0,1,7,19900
4332917,800,23,0,4,2,42600
4332932,1300,8,0,2,2,54800
4332940,300,0,2,1,  ,0
4333060,602,15,0,5,2,20400
4333072,400,6,0,2,2,39000
4333205,601,26,0,2,2,65250
4333379,2009,20,0,1,10,20000
4333408,1701,29,0,2,1,9900
4333447,2005,11,0,7,2,58000
4333451,1404,29,0,5,2,53000
4333489,200,20,0,0,2,0
4333609,1403,23,0,2,2,46300
4333640,100,29,0,1,1,20500
4333666,1005,23,0,4,2,82000
4333716,1804,34,0,3,5,8300
4333873,1402,24,0,4,2,210000
4333973,1803,17,0,1,5,22900
4334000,902,14,0,3,2,21440
4334005,1702,24,0,2,2,25250
4334010,1100,26,0,2,1,31200
4334162,1500,11,0,4,2,50000
4334219,700,0,2,1,  ,0
4334240,400,20,0,2,2,50000
4334320,1201,8,0,5,2,34100
4334356,400,17,0,5,2,45790
4334450,1004,26,0,6,2,73130
4334674,2004,32,0,3,9,13700
4334727,1003,26,0,4,2,100000
4334758,1402,18,0,1,2,12000
4334890,2009,6,0,4,2,35750
4335077,100,15,0,4,3,8000
4335115,1002,26,0,1,6,54000
4335479,400,6,0,2,2,24000
4335534,1001,37,0,4,2,26000
4335552,1804,0,1,1,  ,0
4335654,2004,26,0,1,9,25000
4335704,2200,26,0,1,5,13600
4335887,200,6,0,2,2,33000
4335959,1500,6,0,2,1,15200
4335988,1702,23,0,2,2,39600
4336008,200,0,1,1,  ,0
4336073,1403,26,0,2,2,89000
4336120,100,23,0,0,2,0
4336162,200,6,0,3,5,14500
4336178,300,38,0,3,2,17070
4336204,1803,29,0,1,9,5000
4336323,1404,0,2,1,  ,0
4336356,1805,20,0,2,2,114400
4336371,2005,20,0,3,2,34800
4336393,800,23,0,1,6,27000
4336607,400,6,0,1,3,12060
4336648,300,20,0,6,1,35500
4336661,1803,26,0,1,7,19000
4336730,2101,17,0,0,2,0
4336766,300,23,0,1,2,20000
4336789,1001,20,0,5,2,134010
4336820,2005,30,0,0,1,0
4336847,2200,17,0,1,5,30000
4336869,1802,0,2,1,  ,0
4337023,800,29,0,5,2,88900
4337034,601,26,0,5,3,17000
4337075,800,26,0,5,2,408800
4337147,1804,20,0,5,2,35500
4337270,400,16,0,0,2,0
4337369,1804,20,0,3,2,81420
4337501,400,6,0,1,2,600
4337512,2002,26,0,1,8,132000
4337536,300,8,0,2,2,15300
4337540,602,12,0,3,2,36180
4337542,2101,17,0,4,2,50400
4337569,300,3,0,1,2,10000
4337587,1804,23,0,2,2,66600
4337650,1300,20,0,5,2,50600
4337680,1100,17,0,3,6,49004
4337686,500,20,0,2,2,51800
4337784,700,17,0,2,2,77000
4337857,1202,20,0,2,6,26200
4337888,1403,24,0,1,6,19000
4337934,1201,0,1,1,  ,0
4338349,2008,26,0,3,1,49700
4338364,1900,23,0,2,5,26000
4338378,400,16,0,0,2,0
4338456,601,12,0,2,1,15000
4338543,1805,23,0,5,8,56700
4338616,700,23,0,1,2,10430
4338680,1802,14,0,1,2,79690
4338754,1805,23,0,7,2,47000
4338890,1003,26,0,4,2,102200
4338912,800,23,0,2,2,44000
4338968,100,20,0,0,2,0
4339095,800,24,0,2,2,87100
4339303,400,6,0,2,1,21400
4339366,1600,20,0,2,10,14600
4339450,1500,6,0,1,2,5300
4339499,100,33,0,0,2,0
4339590,1801,26,0,2,2,64000
4339629,1701,6,0,4,2,75300
4339761,2002,20,0,2,2,89000
4339804,1803,23,0,1,7,66000
4339846,601,6,0,3,1,55000
4339861,1401,32,0,4,2,98400
4339909,1803,30,0,0,9,0
4340117,1702,32,0,5,2,67600
4340254,2101,35,0,2,2,44800
4340377,1002,20,0,0,2,0
4340408,300,5,0,2,2,13000
4340446,400,8,0,1,1,3500
4340467,2001,26,0,1,2,26900
4340492,1202,17,0,7,2,109400
4340612,2102,6,0,6,2,60000
4340618,1701,15,0,3,1,46210
4340634,2101,23,0,4,2,103050
4340659,1500,17,0,3,2,50000
4340858,601,6,0,2,1,0
4340863,1001,20,0,1,9,25800
4341087,1805,24,0,4,2,96300
4341195,1100,6,0,2,2,105000
4341318,2004,32,0,4,2,49600
4341411,1404,21,0,1,2,33300
4341414,1500,11,0,2,2,55000
4341540,1300,6,0,1,2,45000
4341601,2003,24,0,1,4,60004
4341612,1802,0,2,1,  ,0
4341726,1500,18,0,2,2,71700
4341766,1500,15,0,2,1,41400
4341936,1005,26,0,4,2,141240
4341949,1401,20,0,1,2,28000
4341981,2002,12,0,4,2,336000
4341990,1600,33,0,0,2,0
4342076,1803,29,0,1,8,6200
4342118,2005,26,0,3,2,76000
4342136,300,6,0,3,2,29900
4342192,1002,20,0,3,2,96720
4342372,1404,24,0,2,2,64300
4342465,1900,20,0,2,2,169600
4342494,1600,23,0,1,2,34000
4342522,1402,14,0,2,2,70000
4342647,1500,6,0,0,2,0
4342676,100,0,2,1,  ,0
4342691,1900,26,0,5,2,50010
4342749,700,0,2,1,  ,0
4342797,1402,11,0,2,2,63500
4342849,901,5,0,6,2,31070
4342887,500,46,0,2,4,21000
4342900,2004,17,0,4,2,97880
4342925,602,26,0,3,5,63000
4343121,1500,17,0,2,2,36000
4343196,1404,17,0,4,3,51000
4343284,1600,23,0,2,2,91880
4343400,400,15,0,2,1,21500
4343554,1805,29,0,1,8,17500
4343824,200,17,0,4,2,82700
4343846,2002,18,0,2,2,336000
4343881,1004,20,0,5,2,69000
4344009,2002,20,0,1,9,10000
4344076,2004,27,0,3,2,46900
4344169,1803,26,0,2,2,75980
4344199,1403,20,0,3,5,57500
4344289,1600,17,0,2,2,40000
4344366,1401,6,0,1,10,10000
4344397,1500,5,0,2,2,17500
4344399,400,9,0,6,2,43920
4344410,1002,26,0,1,5,20100
4344473,1401,14,0,2,2,87008
4344592,1500,17,0,1,2,31000
4344613,800,26,0,1,9,48000
4344663,1202,21,0,1,6,10000
4344709,1202,26,0,1,2,33490
4344797,602,20,0,2,2,33800
4344855,2002,27,0,0,2,0
4344923,2008,12,0,3,5,30300
4344999,1001,20,0,2,2,17300
4345176,1001,26,0,2,1,32020
4345180,1003,26,0,2,2,3300
4345236,2006,23,0,1,6,47000
4345350,1001,18,0,2,2,51200
4345382,1202,0,1,1,  ,0
4345577,400,6,0,4,2,11500
4345589,1600,23,0,1,3,20000
4345620,2101,24,0,2,2,108600
4345705,1500,18,0,4,2,48460
4345718,800,14,0,4,2,146000
4345775,1702,23,0,1,2,20800
4345839,1003,17,0,2,2,45300
4345849,2200,23,0,2,2,155800
4345856,300,18,0,2,2,381400
4345861,1403,17,0,3,2,80234
4345929,2004,16,0,0,8,0
4345941,2008,23,0,3,2,34020
4345966,2003,23,0,0,7,0
4346211,1300,17,0,2,2,148200
4346281,1002,13,0,0,2,0
4346352,1002,26,0,6,2,37500
4346362,200,21,0,1,2,27000
4346365,800,23,0,2,3,58600
4346371,1900,20,0,5,2,70000
4346399,700,14,0,6,2,27500
4346410,1004,17,0,2,2,14100
4346414,2001,15,0,4,2,66000
4346479,2200,15,0,4,2,215520
4346493,700,26,0,2,3,80000
4346512,1100,23,0,2,2,53200
4346604,1600,3,0,0,2,0
4346740,2006,23,0,2,2,55000
4346789,2007,0,1,1,  ,0
4346816,200,8,0,12,2,43200
4346906,1001,23,0,2,3,133300
4346960,601,17,0,0,1,0
4347054,1005,26,0,1,1,14400
4347066,1500,32,0,1,2,8460
4347142,500,14,0,2,2,50000
4347293,1805,29,0,1,2,40800
4347525,1600,11,0,4,2,106800
4347672,1005,26,0,1,1,39000
4347717,1801,40,0,1,8,7800
4347776,1900,29,0,1,6,1000
4347783,1702,26,0,2,5,112050
4347810,1004,21,0,2,2,58000
4347989,1803,23,0,2,2,182100
4348082,2001,20,0,3,2,39000
4348168,2200,20,0,3,9,29800
4348176,1804,29,0,2,2,75720
4348193,1803,21,0,2,6,26030
4348219,1003,21,0,4,2,85100
4348242,2007,26,0,4,2,80470
4348299,400,10,0,0,2,0
4348424,1001,0,2,1,  ,0
4348490,1803,26,0,1,8,27000
4348634,1900,18,0,2,9,6100
4348635,1100,20,0,2,8,89810
4348658,1300,23,0,1,5,10800
4348786,1802,0,2,1,  ,0
4348792,902,0,1,1,  ,0
4348847,1805,20,0,3,2,86000
4348888,902,20,0,2,2,110000
4348977,2200,23,0,1,2,55000
4348994,100,0,2,1,  ,0
4349009,1005,23,0,4,1,108100
4349041,200,17,0,2,1,12630
4349059,1300,35,0,2,2,30000
4349079,1804,0,1,1,  ,0
4349110,1803,24,0,1,8,28930
4349254,2003,20,0,1,6,59600
4349404,1702,18,0,2,2,59490
4349437,800,20,0,4,7,5300
4349636,1802,0,2,1,  ,0
4349646,1701,18,0,2,2,148500
4349699,500,21,0,2,2,27000
4349722,800,20,0,1,2,0
4349807,1404,35,0,1,6,20000
4349928,1701,9,0,1,2,46000
4349947,1600,33,0,0,2,0
4350197,1802,26,0,2,2,53600
4350449,2001,20,0,2,2,139500
4350527,200,23,0,4,2,21600
4350572,800,17,0,3,2,71350
4350587,1804,26,0,4,2,86500
4350637,1600,5,0,5,2,48700
4350755,902,15,0,3,6,26000
4350787,1300,14,0,5,2,292000
4350843,2002,18,0,1,2,80000
4350879,1002,26,0,2,2,51000
4351017,1600,26,0,3,1,36800
4351115,1003,34,0,3,2,78600
4351244,602,18,0,4,2,90720
4351259,2102,20,0,3,2,27000
4351293,602,23,0,2,7,37000
4351312,1802,20,0,0,8,0
4351365,1801,23,0,1,8,60900
4351382,601,18,0,2,2,62000
4351397,1803,0,1,1,  ,0
4351426,1001,43,0,3,9,10150
4351525,200,23,0,3,2,63540
4351638,1202,23,0,2,6,34000
4351740,400,6,0,1,2,19420
4351954,400,14,0,6,2,87200
4352046,400,8,0,8,1,59000
4352050,1401,9,0,2,1,22400
4352172,300,21,0,1,2,7200
4352214,1805,29,0,3,2,45000
4352230,2005,17,0,3,2,80000
4352251,1005,14,0,4,2,56600
4352259,1805,20,0,2,2,88500
4352381,1801,20,0,3,2,37300
4352484,1202,26,0,2,2,41600
4352542,1803,37,0,2,4,43200
4352701,602,23,0,2,2,84100
4352824,901,6,0,2,2,67140
4352849,1600,20,0,1,2,45800
4352885,1201,24,0,3,2,137000
4352990,602,17,0,4,2,47300
4353006,1803,6,0,2,9,27000
4353024,1804,29,0,2,8,14000
4353103,1100,26,0,3,2,38000
4353296,2101,23,0,2,2,65000
4353505,601,18,0,2,2,8100
4353607,1005,26,0,1,8,22800
4353657,100,26,0,5,2,107700
4353669,2009,17,0,5,2,48800
4353679,300,15,0,2,2,23200
4353699,2004,26,0,1,1,14000
4353720,1003,32,0,5,6,52100
4353736,1300,10,0,0,2,0
4353908,1005,29,0,2,2,36300
4354015,2101,20,0,4,2,68150
4354414,2101,20,0,1,2,12600
4354519,100,26,0,2,2,170800
4354625,400,6,0,2,2,36000
4354737,2005,34,0,0,2,0
4354837,100,20,0,2,2,52700
4355144,1802,29,0,2,8,3600
4355163,2001,17,0,2,2,43600
4355532,2006,14,0,1,2,15050
4355540,1500,5,0,1,2,43400
4355567,800,17,0,1,5,18300
4355619,1404,0,2,1,  ,0
4355835,2006,23,0,1,6,37550
4355886,700,12,0,3,5,7700
4355973,1702,21,0,3,2,72400
4356076,1702,26,0,2,4,85200
4356111,700,17,0,4,1,48900
4356230,1803,27,0,0,9,0
4356270,1805,29,0,1,2,57000
4356311,2008,26,0,4,1,78700
4356324,2102,6,0,1,2,36130
4356384,1804,26,0,2,4,34910
4356458,1300,32,0,3,2,58500
4356466,1202,23,0,2,2,44800
4356480,500,18,0,5,2,25500
4356561,200,20,0,1,4,19000
4356570,1701,35,0,3,2,104000
4356590,2101,23,0,5,9,30400
4356695,400,23,0,4,2,112600
4356697,100,0,1,1,  ,0
4356730,2102,9,0,2,2,47300
4356737,1900,26,0,1,2,51020
4356819,400,6,0,4,2,26300
4356832,700,5,0,5,2,26000
4356850,1201,17,0,2,2,35300
4356878,700,20,0,2,4,52200
4356903,1802,15,0,2,2,118430
4356986,1500,17,0,5,2,68800
4357066,1403,20,0,1,2,13020
4357090,2005,20,0,2,2,105220
4357158,1001,26,0,1,4,24700
4357198,1300,6,0,3,4,22900
4357291,300,6,0,2,2,53140
4357388,1702,0,2,1,  ,0
4357416,1900,6,0,2,2,19900
4357436,1801,15,0,4,4,94000
4357448,1403,29,0,3,7,77130
4357521,1600,9,0,0,2,0
4357572,400,9,0,2,6,3560
4357577,1801,26,0,1,8,53800
4357601,602,6,0,2,2,61900
4357630,2008,32,0,4,2,98200
4357650,2102,29,0,2,2,96000
4357760,1701,3,0,5,2,53340
4358131,200,20,0,2,6,23800
4358156,1201,23,0,2,2,92400
4358199,100,23,0,2,2,64000
4358205,602,0,2,1,  ,0
4358227,1005,0,2,1,  ,0
4358300,1801,18,0,4,2,99400
4358321,1202,17,0,1,3,61000
4358634,1300,26,0,2,5,30000
4358667,300,7,0,0,2,0
4358750,1300,30,0,0,7,0
4358820,2008,20,0,4,2,64000
4358830,700,5,0,2,2,52280
4358948,300,6,0,2,2,61000
4359012,1900,21,0,2,8,57000
4359190,2006,14,0,2,2,70000
4359193,2009,29,0,1,8,4100
4359207,1100,14,0,4,2,55000
4359583,1002,23,0,1,2,20000
4359630,1202,18,0,3,2,69500
4359687,400,18,0,2,2,54400
4359717,1900,20,0,0,2,0
4359732,1600,26,0,2,1,39700
4359836,1900,23,0,2,2,50000
4359859,1100,6,0,2,2,24090
4359862,400,7,0,0,2,0
4359895,601,12,0,2,1,30930
4359951,1005,6,0,1,1,25500
4360008,300,21,0,4,2,85500
4360030,2003,26,0,2,2,202000
4360044,1702,17,0,2,3,40800
4360192,1900,20,0,2,9,360900
4360420,2007,20,0,1,2,42500
4360479,1100,13,0,0,2,0
4360515,1202,26,0,2,5,86600
4360528,2008,29,0,2,2,64900
4360542,1005,18,0,4,2,75100
4360632,2006,17,0,5,2,77900
4360748,901,8,0,4,2,42000
4360987,700,0,2,1,  ,0
4361088,200,20,0,1,2,31600
4361145,2001,23,0,2,2,36500
4361182,2003,17,0,0,2,0
4361229,1600,18,0,3,5,8000
4361232,1202,26,0,1,8,46000
4361347,1701,23,0,2,7,37000
4361361,1201,29,0,1,2,32130
4361383,1002,26,0,1,2,15900
4361620,1404,6,0,2,2,47700
4361880,1100,19,0,0,2,0
4361936,400,11,0,2,2,57100
4362037,2101,26,0,1,2,12000
4362087,2001,18,0,2,2,45000
4362420,1201,23,0,4,2,58000
4362470,602,18,0,1,6,17800
4362803,200,20,0,2,2,33000
4362808,1900,0,1,1,  ,0
4362821,1802,29,0,2,2,60000
4363136,700,17,0,0,2,0
4363176,601,11,0,1,1,0
4363221,2003,17,0,2,2,54900
4363245,2006,18,0,4,2,81200
4363249,500,20,0,2,2,12600
4363250,1500,6,0,3,1,7000
4363257,1403,24,0,1,6,13800
4363332,2007,20,0,2,1,23300
4363585,1402,34,0,1,6,10800
4363782,1100,6,0,1,1,25000
4363813,800,32,0,3,2,88000
4363826,1701,32,0,1,2,31400
