SERIALNO,PUMA5,HWEIGHT,UNITTYPE,PERSONS,BLDGSZ,HINC
4241567,1802,21,0,2,5,36500
4241742,901,6,0,1,2,12000
4241802,2005,29,0,5,9,29700
4241815,1805,26,0,2,2,51090
4241875,2006,26,0,2,2,117200
4241924,1600,3,0,6,1,34000
4242016,1803,29,0,1,9,36800
4242124,1600,11,0,4,2,27400
4242369,1402,23,0,1,2,24200
4242373,100,27,0,1,2,6000
4242473,902,26,0,7,2,101700
4242477,200,26,0,2,2,93090
4242487,2001,26,0,6,9,30700
4242516,1401,6,0,2,6,35800
4242799,2009,26,0,3,2,129500
4242818,1100,29,0,3,2,78800
4242992,500,17,0,1,2,40000
4243175,1005,20,0,3,2,102520
4243178,1600,20,0,2,1,92100
4243272,2002,23,0,2,2,119000
4243306,400,7,0,0,10,0
4243374,400,0,1,1,  ,0
4243385,2005,17,0,1,1,10400
4243419,800,8,0,3,2,44000
4243501,1804,29,0,2,6,42000
4243568,1201,6,0,3,2,63420
4243660,800,26,0,4,2,42000
4243728,602,17,0,3,2,37440
4243756,500,21,0,3,2,53010
4243795,1600,6,0,1,2,11000
4243861,100,17,0,5,2,52000
4243922,601,26,0,2,5,20500
4243958,700,9,0,5,2,40000
4243990,902,31,0,3,1,51700
4243995,602,18,0,3,2,23000
4244007,200,21,0,1,2,23000
4244105,602,10,0,0,2,0
4244106,1600,14,0,1,2,9400
4244127,1403,46,0,2,5,73800
4244167,2200,23,0,3,5,10500
4244168,1005,9,0,1,2,40870
4244313,1403,29,0,2,2,167000
4244372,1801,20,0,1,7,35700
4244437,200,9,0,2,6,149100
4244442,1201,32,0,2,1,62000
4244474,1702,17,0,2,2,35000
4244491,2004,29,0,1,2,16300
4244549,1900,17,0,2,2,29760
4244574,1403,14,0,1,2,18500
4244745,2004,23,0,2,2,61400
4244885,400,11,0,1,1,8600
4244906,400,5,0,1,2,27800
4245011,1202,21,0,4,2,84500
4245076,1900,20,0,2,2,96980
4245192,2006,23,0,1,2,45630
4245217,100,41,0,3,2,31030
4245221,200,14,0,2,2,51500
4245328,2003,26,0,4,2,128000
4245365,1100,32,0,4,2,15900
4245366,500,29,0,1,2,6100
4245371,1802,23,0,4,2,89150
4245573,800,12,0,3,2,33000
4245808,2008,29,0,1,2,52000
4245889,2200,20,0,2,2,77070
4245924,1803,26,0,1,8,40000
4245976,1005,6,0,2,2,125500
4246238,1803,26,0,2,2,148500
4246299,1201,29,0,1,1,9000
4246327,1202,20,0,2,5,1140
4246411,1804,0,2,1,  ,0
4246460,1100,15,0,1,2,19100
4246744,2005,23,0,4,5,84400
4246879,800,20,0,6,2,50200
4247036,2007,29,0,3,2,75100
4247198,1900,26,0,2,7,108500
4247416,1802,20,0,2,2,56920
4247433,400,9,0,2,2,24200
4247434,1600,20,0,2,2,53400
4247438,100,14,0,4,4,19500
4247783,2003,14,0,3,2,46400
4247926,1804,23,0,3,2,158000
4247935,1500,8,0,2,1,291000
4247998,2001,14,0,2,2,60800
4248046,200,29,0,1,2,29000
4248140,602,18,0,1,2,26600
4248206,1001,17,0,2,1,55500
4248212,1001,46,0,1,8,32700
4248258,1001,20,0,0,6,0
4248274,100,23,0,1,9,840
4248284,1401,29,0,5,1,20000
4248318,100,9,0,2,1,35000
4248361,1300,26,0,2,7,75000
4248373,1005,29,0,1,5,26000
4248405,1002,20,0,2,2,81500
4248425,100,23,0,0,2,0
4248446,100,29,0,2,2,23600
4248471,700,6,0,1,2,25700
4248566,200,26,0,2,2,42700
4248604,1701,6,0,2,2,1300
4248666,1300,20,0,4,7,26000
4248712,1900,32,0,3,2,85400
4248745,1001,37,0,2,5,39200
4248759,100,26,0,4,2,64930
4248761,300,6,0,2,2,32400
4248772,400,6,0,1,4,6600
4248958,602,23,0,1,9,38000
4249014,1801,15,0,4,2,40000
4249031,2001,14,0,2,2,42000
4249152,1403,20,0,2,6,25360
4249493,2200,23,0,2,2,28800
4249629,1300,26,0,1,8,12600
4249679,1402,23,0,2,2,18500
4249756,1300,17,0,4,2,473000
4249786,1202,20,0,1,4,12000
4249875,2006,23,0,1,7,16000
4249933,1201,23,0,2,1,16000
4249944,2009,26,0,1,2,60000
4250017,1805,20,0,2,2,74200
4250030,1805,17,0,2,2,39600
4250100,2006,14,0,1,2,62000
4250162,1500,10,0,0,2,0
4250166,602,14,0,2,2,26400
4250288,1001,0,2,1,  ,0
4250354,200,0,1,1,  ,0
4250377,1702,14,0,2,2,109500
4250384,1201,20,0,2,2,394100
4250395,1804,26,0,1,8,32000
4250448,1401,6,0,3,2,151000
4250511,1201,21,0,2,2,106410
4250522,2002,32,0,5,5,48000
4250528,2009,34,0,5,2,46000
4250711,1005,29,0,2,2,152300
4250828,1404,24,0,2,2,12700
4250890,2008,3,0,1,2,0
4250928,200,7,0,0,2,0
4251017,400,21,0,6,1,48000
4251018,1201,23,0,3,2,36000
4251048,1802,26,0,1,2,152100
4251159,1802,17,0,2,2,106000
4251204,1100,10,0,0,2,0
4251264,400,21,0,4,2,32610
4251284,1500,33,0,0,1,0
4251372,200,17,0,2,2,49700
4251651,901,29,0,5,2,20000
4251679,1300,23,0,3,2,35000
4251857,2007,20,0,3,2,78200
4251898,1100,6,0,4,3,36000
4252002,1701,26,0,1,7,7050
4252022,1401,23,0,4,2,60150
4252025,1002,23,0,4,2,104900
4252027,902,18,0,7,2,33200
4252165,2004,29,0,3,7,29000
4252192,1500,32,0,2,2,59100
4252332,902,20,0,1,7,21000
4252478,2001,21,0,1,2,23250
4252790,2200,17,0,2,4,29500
4252984,1404,0,1,1,  ,0
4253004,1702,17,0,4,1,30900
4253457,300,20,0,0,2,0
4253553,100,20,0,2,2,41400
4253590,1701,26,0,2,2,103000
4253910,200,16,0,0,2,0
4253975,1404,21,0,1,2,40000
4254033,1803,32,0,1,9,20900
4254049,1201,23,0,1,2,29280
4254054,1701,6,0,3,2,61700
4254066,1403,20,0,1,2,52090
4254095,1804,26,0,1,9,17100
4254101,901,29,0,6,2,59700
4254156,1600,32,0,4,2,54000
4254208,1701,21,0,4,2,56850
4254216,1600,23,0,1,2,104700
4254228,1701,24,0,4,2,76500
4254420,100,0,2,1,  ,0
4254571,800,18,0,6,2,24000
4254718,300,18,0,2,2,70040
4254746,1402,26,0,5,2,92000
4254749,300,6,0,1,2,30000
4254755,1801,20,0,2,2,44000
4254848,700,10,0,0,2,0
4254960,200,14,0,4,2,52000
4254976,602,26,0,1,6,13000
4255043,700,3,0,3,2,27120
4255044,1402,17,0,4,2,13000
4255074,500,23,0,3,2,473000
4255152,1600,20,0,4,2,48000
4255164,1402,18,0,1,6,47000
4255282,2007,21,0,2,2,41400
4255345,1701,21,0,2,2,91000
4255409,1201,6,0,1,2,4200
4255412,1100,6,0,1,2,16300
4255413,1004,0,1,1,  ,0
4255426,2004,12,0,5,2,86400
4255435,1500,17,0,2,3,16100
4255447,1804,18,0,1,2,464
4255549,602,20,0,2,9,43600
4255686,1702,21,0,5,5,40700
4255702,500,17,0,2,2,16100
4255763,1001,21,0,2,2,64280
4255775,1403,26,0,1,9,41150
4255776,2001,0,2,1,  ,0
4255848,400,5,0,4,2,3300
4255971,1500,24,0,0,2,0
4256025,2009,17,0,2,2,177500
4256055,1003,20,0,2,1,40900
4256093,1802,23,0,3,2,77800
4256101,1803,46,0,3,10,31800
4256202,200,29,0,5,2,30040
4256492,700,9,0,2,1,31500
4256542,1005,32,0,3,2,52000
4256574,400,6,0,6,6,63300
4256664,1001,29,0,1,6,50000
4256704,1002,23,0,2,2,36540
4256791,1600,21,0,1,2,35250
4256840,500,20,0,3,2,57504
4256899,1801,26,0,1,8,21900
4256967,602,29,0,2,9,77000
4256990,901,20,0,4,2,0
4256999,1801,20,0,2,2,35800
4257069,2002,20,0,2,2,56500
4257191,1701,23,0,1,2,32000
4257208,1002,29,0,1,6,10020
4257267,2009,32,0,2,3,343690
4257476,1600,6,0,1,1,35000
4257574,1404,40,0,0,2,0
4257752,1600,20,0,2,2,36400
4257798,1600,6,0,2,2,17000
4257929,1804,21,0,1,9,0
4258006,1804,32,0,3,2,112500
4258192,601,23,0,0,2,0
4258214,1100,5,0,2,2,58800
4258233,1401,20,0,4,2,54000
4258327,1100,29,0,2,2,12100
4258382,1401,23,0,2,2,151200
4258434,1202,26,0,1,3,85000
4258554,100,20,0,0,1,0
4258560,1402,24,0,3,2,1320
4258580,1404,26,0,4,2,30100
4258583,1401,23,0,2,1,34300
4258961,1404,0,2,1,  ,0
4258983,1300,18,0,2,5,41700
4259015,1701,20,0,1,1,12000
4259148,1100,5,0,1,2,35000
4259260,601,14,0,2,2,60390
4259329,1500,20,0,2,2,51100
4259574,902,20,0,2,3,46000
4259598,200,20,0,1,1,153700
4259627,1202,35,0,4,2,62000
4259773,2001,23,0,1,4,30600
4259792,100,21,0,2,2,217000
4259805,1500,6,0,3,1,24000
4259815,400,3,0,5,2,28120
4259876,1802,29,0,1,4,40000
4259926,500,29,0,4,2,39100
4259930,1005,32,0,3,2,64300
4260037,300,10,0,0,2,0
4260054,1600,18,0,2,2,21300
4260314,800,20,0,1,2,91470
4260422,601,29,0,5,2,104100
4260521,1201,20,0,2,2,65200
4260552,700,0,2,1,  ,0
4260626,1404,26,0,4,5,25000
4260650,100,29,0,1,5,14400
4260766,2002,23,0,2,5,90800
4260846,1401,6,0,4,1,12000
4260898,601,29,0,2,2,34240
4260948,300,3,0,8,2,79500
4261008,1702,0,2,1,  ,0
4261044,2007,32,0,1,6,21000
4261395,500,26,0,2,2,87000
4261437,2101,23,0,3,2,162200
4261682,1802,21,0,2,7,37200
4261739,1900,20,0,0,9,0
4261768,1001,23,0,6,2,88000
4261905,300,21,0,5,2,57000
4261918,1001,0,2,1,  ,0
4261994,2001,0,2,1,  ,0
4262042,602,32,0,4,2,72000
4262213,1002,23,0,2,2,12000
4262271,2005,9,0,12,2,55600
4262439,300,40,0,0,7,0
4262507,1404,0,2,1,  ,0
4262521,1500,15,0,4,2,37000
4262644,1201,6,0,1,1,47500
4262651,300,20,0,2,2,114200
4262663,601,17,0,1,1,17400
4262762,1202,24,0,3,4,46000
4262785,1300,23,0,1,2,115400
4263053,2009,20,0,4,2,76200
4263127,1401,31,0,2,3,32000
4263159,1500,9,0,2,2,137000
4263272,200,20,0,1,2,95000
4263299,400,3,0,2,2,10800
4263325,2200,20,0,1,9,6100
4263330,1202,26,0,1,7,6300
4263370,1401,6,0,1,2,44300
4263392,200,17,0,3,1,40000
4263452,100,29,0,2,7,56000
4263554,1402,21,0,3,2,75000
4263655,1300,23,0,2,2,44700
4263726,800,26,0,4,2,98000
4263747,601,23,0,4,1,30000
4263891,2006,26,0,3,2,76600
4263940,1100,35,0,3,1,38000
4264027,700,32,0,2,5,24070
4264087,300,23,0,2,2,12300
4264090,2005,20,0,2,2,45000
4264125,2004,24,0,5,2,27950
4264205,1404,37,0,0,2,0
4264234,1804,23,0,2,2,75000
4264321,1500,30,0,0,3,0
4264367,1100,21,0,2,2,56800
4264383,1402,29,0,3,2,79950
4264445,902,20,0,2,2,84300
4264501,1002,23,0,3,2,130000
4264514,1900,29,0,1,2,40000
4264520,200,20,0,0,2,0
4264523,1804,23,0,2,2,27200
4264637,1801,29,0,1,6,50000
4264842,1804,14,0,4,2,18300
4264870,200,23,0,2,2,74000
4264957,1702,23,0,2,2,61150
4265049,2004,32,0,2,8,70150
4265302,1600,17,0,3,2,138340
4265438,601,0,1,1,  ,0
4265627,1802,23,0,1,7,19060
4265653,300,0,2,1,  ,0
4265680,1900,20,0,2,2,78350
4265750,2008,47,0,3,9,14600
4265751,901,6,0,6,2,31500
4265898,601,17,0,3,2,27900
4265965,1701,30,0,0,6,0
4266103,400,52,0,3,2,102540
4266241,1803,26,0,1,9,21200
4266276,1802,17,0,1,9,161100
4266287,1801,26,0,2,2,66800
4266310,1701,23,0,4,2,34700
4266385,1001,23,0,1,2,27780
4266388,901,9,0,3,1,32200
4266408,2007,17,0,2,2,193000
4266440,901,0,1,1,  ,0
4266494,1802,24,0,5,2,80000
4266567,2006,35,0,4,4,41000
4266636,602,26,0,4,7,44200
4266839,1500,6,0,2,1,22800
4266845,300,17,0,4,2,61170
4266878,1500,6,0,3,2,12700
4266907,1201,21,0,1,2,9000
4266935,1500,17,0,1,5,6000
4267069,1100,7,0,0,2,0
4267422,800,20,0,2,2,66600
4267506,1600,6,0,2,2,42700
4267511,1002,21,0,4,2,106000
4267650,2004,24,0,1,6,16700
4267800,2102,17,0,3,2,170800
4267870,1805,24,0,2,2,67000
4267878,901,32,0,2,2,75900
4267881,1801,26,0,1,2,47040
4267905,1300,29,0,1,8,2400
4267921,902,26,0,1,3,2500
4267965,902,23,0,4,2,52600
4267988,2002,20,0,4,2,245750
4268097,1300,23,0,1,9,25000
4268150,1202,14,0,4,3,45000
4268623,1500,17,0,4,2,28500
4268640,300,13,0,0,1,0
4268769,1002,21,0,2,2,56000
4268805,2102,8,0,2,2,95300
4268854,700,23,0,1,2,10200
4268883,400,7,0,0,10,0
4268948,1403,0,1,1,  ,0
4268992,700,6,0,1,1,6000
4269271,1803,23,0,1,4,28100
4269352,1600,12,0,2,2,30700
4269376,300,32,0,2,1,14800
4269400,500,15,0,3,2,5100
4269466,700,14,0,1,2,14000
4269545,1300,5,0,4,2,66100
4269549,1600,20,0,2,2,60300
4270014,1801,26,0,1,4,65000
4270039,1500,23,0,1,1,117300
4270123,1402,12,0,4,2,60000
4270137,200,20,0,2,2,35000
4270157,1401,9,0,4,2,119900
4270266,1702,0,2,1,  ,0
4270272,2006,26,0,3,8,18000
4270281,700,26,0,2,2,37560
4270481,100,6,0,1,2,0
4270519,2002,20,0,3,2,49000
4270573,1300,23,0,2,2,32400
4270604,1805,14,0,1,2,32000
4270897,1404,12,0,5,2,33500
4271214,1300,26,0,2,2,19000
4271274,1702,20,0,3,2,36000
4271324,1300,3,0,2,2,13400
4271353,2004,23,0,3,2,55220
4271396,400,6,0,2,1,57000
4271554,1403,10,0,0,2,0
4271610,901,17,0,5,2,89520
4271618,200,28,0,6,3,65400
4271622,1801,21,0,2,7,39000
4271706,1100,0,2,1,  ,0
4271822,400,7,0,0,1,0
4271873,200,29,0,2,1,31290
4271903,2002,24,0,1,5,40000
4271986,2006,0,2,1,  ,0
4271992,1702,29,0,2,2,67800
4272263,1300,6,0,2,2,79520
4272362,1900,29,0,4,2,155000
4272434,2009,18,0,2,2,113000
4272453,1004,26,0,2,2,90000
4272834,901,20,0,1,6,3500
4272893,1300,26,0,2,2,42000
4272988,1702,0,2,1,  ,0
4273008,2007,20,0,5,9,30000
4273059,400,12,0,2,2,22300
4273094,800,26,0,2,1,67100
4273107,1202,20,0,1,1,35800
4273130,400,0,2,1,  ,0
4273162,1500,17,0,2,1,29000
4273174,1202,23,0,2,2,50100
4273351,1403,23,0,4,2,28000
4273639,1500,27,0,0,2,0
4273800,500,18,0,1,2,9200
4273851,1003,29,0,1,2,7200
4273854,1805,26,0,1,9,63000
4273862,2008,8,0,1,2,29900
4273944,300,21,0,4,2,45000
4274185,2003,23,0,2,3,150270
4274254,1500,6,0,2,2,82110
4274422,300,16,0,0,2,0
4274434,902,0,2,1,  ,0
4274443,1803,0,2,1,  ,0
4274529,1001,29,0,1,7,35000
4274598,1402,29,0,4,2,61000
4274714,2101,20,0,2,2,364900
4274725,1201,46,0,0,2,0
4274981,700,23,0,1,7,5000
4275017,1202,17,0,5,2,50100
4275064,2101,21,0,1,2,21100
4275123,1403,24,0,4,2,24300
4275129,1202,29,0,2,2,8300
4275311,500,23,0,1,5,49000
4275388,2004,29,0,3,2,75670
4275401,601,6,0,9,2,82910
4275499,1300,20,0,2,2,44000
4275569,1702,23,0,2,1,30090
4275574,2101,24,0,1,1,16800
4275638,1001,20,0,2,4,61000
4276038,400,24,0,2,2,5100
4276049,2008,35,0,2,2,70200
4276117,1701,29,0,4,2,84200
4276227,1702,17,0,2,2,59400
4276611,100,20,0,1,2,9100
4276630,2003,32,0,1,8,44000
4276649,200,20,0,2,10,28600
4276650,1004,21,0,3,2,72000
4276760,300,14,0,4,2,97600
4276822,300,18,0,1,2,98000
4276838,300,8,0,2,1,50900
4277034,700,29,0,1,8,8300
4277170,1500,39,0,0,2,0
4277176,1001,23,0,2,6,33000
4277201,1300,6,0,1,2,32100
4277349,1401,26,0,3,1,54000
4277376,300,17,0,2,2,109500
4277407,1005,24,0,4,2,104000
4277452,2001,21,0,5,2,52460
4277490,2008,23,0,5,2,72200
4277532,2005,21,0,3,2,69010
4277698,1201,12,0,3,1,50000
4277920,2005,18,0,2,2,73700
4278007,1001,12,0,3,2,30000
4278049,500,0,2,1,  ,0
4278057,1803,30,0,0,9,0
4278064,1402,26,0,2,1,33500
4278156,1100,8,0,4,2,44500
4278196,1401,17,0,2,3,51600
4278226,1001,0,2,1,  ,0
4278245,1003,21,0,5,2,55600
4278297,2002,24,0,1,3,32600
4278390,2002,29,0,4,3,18400
4278480,1500,17,0,2,2,14800
4278616,1005,21,0,3,2,57000
4278654,100,26,0,1,2,21000
4278752,300,29,0,2,2,9000
4278755,800,21,0,2,2,12720
4278839,2002,38,0,1,3,42600
4278902,2200,23,0,1,2,37600
4279053,2004,29,0,2,2,27000
4279095,1100,23,0,1,8,6600
4279229,700,11,0,3,2,35300
4279258,902,20,0,0,2,0
4279337,500,23,0,1,7,4000
4279395,1804,38,0,1,2,20100
4279538,1202,32,0,4,2,56000
4279667,1202,29,0,1,2,29000
4279692,400,6,0,4,2,55550
4279706,500,32,0,2,7,22500
4279761,1005,29,0,1,1,17800
4279769,1404,17,0,3,2,41050
4279776,1300,0,2,1,  ,0
4279951,2102,17,0,1,2,41000
4280040,2009,11,0,1,3,34700
4280138,1100,17,0,2,2,34430
4280221,400,27,0,0,1,0
4280260,400,11,0,2,1,14000
4280460,1702,14,0,7,2,58560
4280620,1500,17,0,5,2,62000
4280632,1600,20,0,2,2,104000
4280661,100,7,0,0,1,0
4280998,300,6,0,3,3,34400
4281174,1804,29,0,3,2,27000
4281268,300,17,0,2,2,12100
4281278,1001,31,0,1,6,25100
4281375,1701,17,0,5,5,26000
4281452,1300,10,0,0,2,0
4281489,1201,5,0,3,2,65000
4281503,1801,23,0,2,2,42000
4281564,1404,17,0,4,2,79400
4281598,1900,24,0,2,2,156800
4281603,1005,9,0,4,6,8000
4281633,1500,5,0,3,2,17500
4281747,700,0,1,1,  ,0
4281873,2003,23,0,5,2,124250
4281898,2003,21,0,2,2,7700
4281901,1701,5,0,2,2,110200
4281902,2002,14,0,2,2,38700
4281911,1300,20,0,2,2,50740
4282117,1401,8,0,2,7,18800
4282150,1803,38,0,2,9,35000
4282266,2008,14,0,2,1,31800
4282420,1802,17,0,1,2,48900
4282523,800,17,0,2,1,34540
4282553,2001,26,0,2,3,142000
4282583,300,0,1,1,  ,0
4282653,2004,29,0,2,2,116500
4282690,400,7,0,0,5,0
4283397,1100,15,0,5,2,42000
4283476,1805,23,0,3,3,7000
4283528,2007,14,0,2,2,62000
4283554,1403,26,0,2,2,35500
4283680,1500,20,0,1,2,6400
4283689,2001,20,0,1,2,82000
4283721,1900,20,0,2,9,350590
4283786,2003,23,0,2,9,158700
4283819,1004,8,0,2,1,22000
4283866,1100,5,0,2,2,32100
4283906,2003,23,0,1,2,9600
4283931,1003,23,0,2,6,37450
4283985,100,23,0,1,9,20000
4284094,800,18,0,1,2,39400
4284178,1201,29,0,1,2,32700
4284274,1401,6,0,1,10,22000
4284345,1900,17,0,1,2,24950
4284367,1401,29,0,3,4,26600
4284519,700,63,0,0,2,0
4284595,200,18,0,1,2,68200
4284869,800,7,0,0,1,0
4285046,300,0,1,1,  ,0
4285061,100,26,0,4,2,88960
4285219,500,16,0,0,4,0
4285256,1404,0,2,1,  ,0
4285378,2001,6,0,8,2,110300
4285396,1300,20,0,6,2,87000
4285636,2200,32,0,1,9,58200
4285664,1404,26,0,4,5,24000
4285901,2002,24,0,2,5,100000
4285996,1300,23,0,2,2,39680
4286018,500,21,0,1,2,24200
4286194,601,23,0,3,9,15000
4286423,1003,26,0,4,2,52400
4286469,2008,43,0,3,5,25000
4286482,1300,23,0,1,7,32000
4286491,1802,23,0,1,9,6700
4286524,2102,17,0,2,1,44000
4286605,700,6,0,2,2,19610
4286889,1002,6,0,3,2,57100
4287077,1701,20,0,2,2,29300
4287136,1804,26,0,2,6,131000
4287353,2007,26,0,2,6,38500
4287442,602,26,0,3,2,39000
4287458,1805,21,0,4,2,118900
4287556,400,5,0,2,2,36000
4287690,1003,32,0,2,2,85000
4287836,2102,9,0,2,4,51000
4287998,1100,23,0,1,9,27300
4288168,1600,17,0,2,2,39400
4288177,1300,18,0,1,2,10500
4288193,1300,27,0,1,7,30000
4288223,1500,23,0,2,2,44000
4288294,1001,0,2,1,  ,0
4288296,300,9,0,2,2,39880
4288530,200,20,0,1,2,48000
4288631,1803,0,2,1,  ,0
4288638,901,17,0,4,1,58400
4288734,2102,20,0,4,2,43500
4288868,1100,6,0,2,1,63900
4288924,700,6,0,3,2,84000
4288952,1202,20,0,0,2,0
4289033,1403,20,0,3,2,73000
4289119,400,4,0,0,1,0
4289185,1100,6,0,5,2,70800
4289316,602,17,0,2,2,92000
4289358,2006,17,0,1,4,37000
4289458,2007,14,0,0,2,0
4289601,1805,20,0,5,2,63200
4289797,2009,26,0,4,2,81300
4289861,1404,5,0,2,2,32400
4289968,1401,23,0,2,2,95800
4290069,901,32,0,7,2,53500
4290174,1002,23,0,2,2,74400
4290204,800,24,0,1,7,15000
4290268,800,17,0,2,6,29300
4290436,2004,30,0,0,7,0
4290464,200,26,0,3,2,50500
4290588,1300,6,0,2,2,85500
4290739,1600,20,0,2,1,15860
4290747,800,17,0,3,1,84000
4290789,1801,17,0,2,8,28400
4290820,601,17,0,2,2,29020
4290908,601,14,0,2,2,26600
4290938,300,36,0,0,2,0
4291114,2005,29,0,1,2,9500
4291219,2009,32,0,4,2,65000
4291246,800,14,0,3,2,61100
4291387,2005,26,0,4,2,92000
4291388,1202,23,0,1,9,75300
4291447,1404,29,0,3,2,47100
4291516,601,32,0,3,2,62300
4291528,1202,26,0,1,8,4900
4291634,1600,3,0,2,2,51100
4291666,1005,29,0,3,2,48700
4291704,2004,0,2,1,  ,0
4291874,1802,15,0,3,9,66500
4291881,2008,12,0,6,2,48900
4291961,601,29,0,1,1,82040
4291975,1202,23,0,2,3,93000
4292027,1004,29,0,2,2,65100
4292034,1003,37,0,5,2,110400
4292047,500,23,0,4,2,0
4292064,1402,24,0,4,1,62000
4292207,901,6,0,6,2,56000
4292278,1401,18,0,1,1,0
4292498,1003,23,0,2,1,44000
4292578,1201,26,0,1,1,19550
4292662,1002,21,0,4,5,34000
4292668,2102,34,0,2,2,44400
4292838,800,23,0,1,2,87500
4292872,1401,18,0,2,3,77000
4292934,1500,29,0,3,2,13100
4293011,1300,0,2,1,  ,0
4293066,1701,14,0,4,2,79400
4293092,200,21,0,1,2,34000
4293172,1202,24,0,2,2,20700
4293225,902,21,0,4,3,8290
4293365,2005,23,0,2,2,44300
4293378,1003,32,0,2,2,98000
4293456,800,26,0,3,2,73100
4293582,200,8,0,4,1,80000
4293607,1403,17,0,5,2,53020
4293615,601,5,0,1,2,9500
4293713,1402,26,0,2,2,56200
4293771,1202,29,0,1,2,65300
4293913,400,6,0,1,2,8400
4293963,1600,23,0,2,2,2900
4293995,1403,26,0,2,3,31800
4294162,1600,8,0,6,2,38000
4294278,1401,23,0,3,2,30000
4294412,1002,20,0,1,2,3200
4294447,1803,20,0,1,8,22000
4294454,1402,27,0,3,2,30000
4294460,400,23,0,2,2,29600
4294531,2007,20,0,5,2,141000
4294540,601,0,2,1,  ,0
4294608,1201,6,0,1,2,20100
4294687,1005,23,0,1,2,9000
4294725,1201,17,0,2,2,33000
4294883,901,46,0,3,2,18000
4294957,1702,14,0,1,6,63000
4295027,2009,12,0,3,2,69300
4295124,400,12,0,2,2,8300
4295138,2006,29,0,3,2,16530
4295200,1701,10,0,0,2,0
4295248,1804,23,0,1,7,9500
4295334,1805,26,0,1,2,47040
4295357,1402,23,0,1,2,30000
4295394,1804,20,0,2,7,69000
4295452,1500,9,0,4,2,25004
4295474,1803,29,0,1,9,6000
4295488,1500,6,0,1,6,9200
4295572,1300,17,0,2,2,426200
4295628,1805,26,0,2,2,69200
4295674,400,5,0,1,1,30000
4295677,1100,14,0,0,2,0
4295713,2007,17,0,4,2,234000
4295889,1201,6,0,2,2,52000
4296009,1004,11,0,2,2,75000
4296042,1900,23,0,1,2,21700
4296076,2101,36,0,0,2,0
4296099,1403,35,0,4,2,65000
4296215,2200,23,0,3,2,28100
4296260,1002,26,0,2,2,48110
4296303,500,23,0,1,2,15700
4296308,1202,26,0,5,2,57700
4296477,1005,40,0,4,2,39500
4296754,601,20,0,4,2,74000
4296889,1100,17,0,1,1,1000
4296986,2200,32,0,6,2,66000
4297013,2008,29,0,1,2,23000
4297438,1005,20,0,4,2,40400
4297530,1300,26,0,3,8,18100
4297602,901,8,0,2,2,15700
4297724,400,6,0,3,1,38300
4297759,1801,26,0,1,3,65000
4297864,2009,29,0,4,2,85700
4297870,902,20,0,2,2,49100
4298020,1803,29,0,1,9,4000
4298023,1804,26,0,2,2,356000
4298124,2007,23,0,3,8,48300
4298152,601,0,1,1,  ,0
4298192,500,23,0,3,2,6100
4298247,1500,18,0,2,2,29400
4298264,1600,18,0,2,2,68000
4298485,500,20,0,2,2,57600
4298571,700,9,0,6,2,34500
4298689,700,5,0,2,5,33700
4298695,1702,20,0,4,2,58400
4298898,200,9,0,2,2,91200
4299169,1300,26,0,4,2,40300
4299286,902,32,0,2,2,106000
4299487,1404,20,0,3,2,61200
4299516,1202,17,0,2,3,42400
4299517,700,17,0,5,1,20000
4299546,601,26,0,2,2,47800
4299582,1803,0,2,1,  ,0
4299599,2009,15,0,1,2,85000
4299659,602,0,1,1,  ,0
4299772,1801,17,0,1,2,114500
4299817,1100,21,0,3,2,29200
4299821,1803,26,0,1,8,31700
4300014,2008,23,0,3,2,30000
4300052,800,14,0,5,2,83000
4300183,1801,23,0,1,6,12000
4300224,2008,29,0,2,2,65400
4300269,1804,29,0,1,2,9600
4300402,1600,20,0,3,2,25430
4300488,2001,23,0,1,2,30000
4300508,1702,26,0,3,2,30000
4300560,2101,31,0,4,2,64900
4300607,2004,26,0,1,2,34000
4300615,2009,17,0,4,2,79270
4300623,300,6,0,1,2,10100
4300713,200,7,0,0,2,0
4300791,2101,26,0,4,3,81400
4300860,400,23,0,6,2,29000
4300868,300,0,1,1,  ,0
4300893,2007,20,0,2,3,78500
4300992,1805,0,2,1,  ,0
4301044,500,29,0,2,2,70200
4301087,400,6,0,6,2,61200
4301143,1803,27,0,2,2,286800
4301254,500,15,0,2,4,30000
4301318,1600,6,0,2,2,29700
4301324,1500,6,0,3,2,54870
4301348,1804,26,0,2,6,56000
4301444,1804,20,0,4,2,75700
4301450,1500,6,0,4,2,4000
4301472,1404,0,2,1,  ,0
4301488,1600,18,0,4,1,27700
4301508,2001,20,0,1,2,11600
4301573,1801,15,0,6,2,336000
4301651,1900,26,0,1,7,25600
4301869,300,6,0,2,2,15200
4301897,100,6,0,4,2,35000
4301901,1100,15,0,1,2,45900
4301996,1701,23,0,2,2,91600
4301997,1003,20,0,4,2,59000
4302140,400,5,0,1,2,28100
4302245,2002,35,0,3,2,318400
4302440,1005,21,0,2,2,51000
4302441,2004,26,0,7,2,127500
4302511,1701,20,0,1,9,16000
4302549,2009,29,0,2,2,68240
4302626,1005,23,0,1,5,100000
4302633,700,20,0,0,2,0
4302651,700,29,0,2,1,24100
4302668,2008,17,0,6,1,60600
4302676,1404,0,2,1,  ,0
4302692,1600,26,0,0,3,0
4302755,300,14,0,4,1,24910
